ID	time	value	Diet	cluster
0	0.0	7.45323097563e-05	LC	0
0	1.0	0.0	LC	0
0	2.0	0.0	LC	0
0	4.0	0.0380849260898	LC	0
0	7.0	0.0216935425555	LC	0
0	14.0	0.0366494872195	LC	0
0	21.0	0.00931098696462	LC	0
1	0.0	4.0377937495e-05	LC	2
1	1.0	6.84181718664e-05	LC	2
1	2.0	0.0	LC	2
1	4.0	0.00491042521045	LC	2
1	7.0	0.0161661341853	LC	2
1	14.0	0.017541206714	LC	2
1	21.0	0.0136253532499	LC	2
2	0.0	3.44305192122e-05	LC	2
2	1.0	0.0	LC	2
2	2.0	0.0	LC	2
2	4.0	0.0101722820015	LC	2
2	7.0	0.00874928284567	LC	2
2	14.0	0.0129357412852	LC	2
2	21.0	0.0209693372898	LC	2
3	0.0	0.0	LC	2
3	1.0	0.0	LC	2
3	2.0	0.0	LC	2
3	4.0	0.00658744510462	LC	2
3	7.0	0.013680781759	LC	2
3	14.0	0.0242872228089	LC	2
3	21.0	0.0100259173373	LC	2
4	0.0	0.0	LC	2
4	1.0	6.40491897777e-05	LC	2
4	2.0	0.000105218855219	LC	2
4	4.0	0.00550743948479	LC	2
4	14.0	0.0104298090672	LC	2
4	21.0	0.0104561495229	LC	2
5	0.0	0.0	HC	2
5	1.0	5.1983157457e-05	HC	2
5	2.0	0.0	HC	2
5	4.0	0.0	HC	2
5	7.0	0.0145788500591	HC	2
5	14.0	0.0317120382192	HC	2
5	21.0	0.0507939499599	HC	2
6	0.0	3.0887076847e-05	HC	0
6	1.0	6.00997656109e-05	HC	0
6	2.0	0.0	HC	0
6	4.0	0.000973709834469	HC	0
6	7.0	0.00110459942929	HC	0
6	14.0	0.0878320573848	HC	0
6	21.0	0.00847189231987	HC	0
7	0.0	0.0	HC	0
7	1.0	0.0	HC	0
7	2.0	0.000276880479926	HC	0
7	4.0	0.000160102465578	HC	0
7	7.0	0.0142213289482	HC	0
7	14.0	0.167628450254	HC	0
7	21.0	0.0320006384167	HC	0
8	0.0	4.35464204842e-05	HC	0
8	1.0	2.63303404513e-05	HC	0
8	2.0	0.000481739078072	HC	0
8	4.0	0.000987776268675	HC	0
8	7.0	0.00140099094481	HC	0
8	14.0	0.19815148095	HC	0
8	21.0	0.0293256045874	HC	0
9	0.0	0.0	HC	0
9	1.0	0.000741446880627	HC	0
9	2.0	6.63129973475e-05	HC	0
9	4.0	0.000190694126621	HC	0
9	7.0	0.00278950834915	HC	0
9	14.0	0.0686093692364	HC	0
9	21.0	0.014211336324	HC	0
10	0.0	8.93535272305e-05	HCEL	0
10	1.0	0.0366685093053	HCEL	0
10	2.0	0.000301492387317	HCEL	0
10	4.0	0.000253109632629	HCEL	0
10	7.0	0.000152984732124	HCEL	0
10	14.0	0.066847993719	HCEL	0
10	21.0	0.00549450549451	HCEL	0
11	0.0	0.0	HCEL	3
11	1.0	0.0990516031059	HCEL	3
11	2.0	0.000248108175164	HCEL	3
11	4.0	0.000102757321459	HCEL	3
11	7.0	0.000658797694208	HCEL	3
11	14.0	0.00217768660249	HCEL	3
11	21.0	0.0	HCEL	3
12	0.0	0.0	HCEL	3
12	1.0	0.267700258398	HCEL	3
12	2.0	0.000206143063286	HCEL	3
12	4.0	0.000831233602618	HCEL	3
12	7.0	0.00381565906838	HCEL	3
12	14.0	0.000403651493511	HCEL	3
12	21.0	0.00102133008603	HCEL	3
13	0.0	2.84042492757e-05	HCEL	3
13	1.0	0.0670397034714	HCEL	3
13	2.0	0.000153369528542	HCEL	3
13	4.0	8.70751458509e-05	HCEL	3
13	7.0	0.000791577614185	HCEL	3
13	14.0	0.00322033898305	HCEL	3
13	21.0	0.0	HCEL	3
14	0.0	5.71984213236e-05	HCEL	3
14	1.0	0.246113452636	HCEL	3
14	2.0	0.00016028209649	HCEL	3
14	4.0	0.000610575161802	HCEL	3
14	7.0	0.00693723874181	HCEL	3
14	14.0	0.000537862703468	HCEL	3
14	21.0	0.00409574268215	HCEL	3
15	0.0	3.92387679027e-05	HPSY	1
15	1.0	0.000190846978892	HPSY	1
15	2.0	0.0470325936936	HPSY	1
15	4.0	0.077345775013	HPSY	1
15	7.0	0.00617034189763	HPSY	1
15	14.0	0.00453970807953	HPSY	1
15	21.0	0.00578034682081	HPSY	1
16	0.0	3.41506727683e-05	HPSY	1
16	1.0	3.0538080987e-05	HPSY	1
16	2.0	0.0921704658077	HPSY	1
16	4.0	0.190628328009	HPSY	1
16	7.0	0.0134619577066	HPSY	1
16	14.0	0.0205602003969	HPSY	1
16	21.0	0.0180620761607	HPSY	1
17	0.0	3.09501702259e-05	HPSY	1
17	1.0	0.000243124966233	HPSY	1
17	2.0	0.0349009395425	HPSY	1
17	4.0	0.157402997105	HPSY	1
17	7.0	0.0274942474482	HPSY	1
17	14.0	0.0021884325707	HPSY	1
17	21.0	0.0132743362832	HPSY	1
18	0.0	0.0	HPSY	1
18	1.0	0.000355334458559	HPSY	1
18	2.0	0.08028125	HPSY	1
18	4.0	0.19529017025	HPSY	1
18	7.0	0.0206614403584	HPSY	1
18	14.0	0.00872424491528	HPSY	1
18	21.0	0.000670615848888	HPSY	1
19	0.0	3.51333309911e-05	HPSY	1
19	1.0	0.000207013621496	HPSY	1
19	2.0	0.147443439675	HPSY	1
19	4.0	0.0467992429153	HPSY	1
19	7.0	0.00609376081989	HPSY	1
19	14.0	0.00230231819625	HPSY	1
19	21.0	0.00228523943077	HPSY	1
